Frame	 PSNR-Y 	 PSNR-U 	 PSNR-V 	 PSNR-All 	 Frame	  SSIM-Y	  SSIM-U	  SSIM-V	  SSIM-All	 Frame 
 6667	 46.215218	 46.396146	 46.839532	 46.343550	     	  0.978204	  0.980011	  0.981852	  0.979113	     
 6668	 46.526871	 46.429180	 46.897775	 46.569868	     	  0.978337	  0.979859	  0.981716	  0.979154	     
 6669	 45.362455	 45.954160	 46.369049	 45.611392	     	  0.976193	  0.979160	  0.980812	  0.977457	     
 6670	 35.411158	 37.464576	 38.799357	 36.132686	     	  0.901538	  0.894980	  0.910303	  0.901906	     
 6671	 39.631482	 40.436024	 41.465762	 40.020125	     	  0.951319	  0.931678	  0.938290	  0.945874	     
 6672	 42.754852	 42.982376	 43.684271	 42.934928	     	  0.972216	  0.957293	  0.958401	  0.967426	     
 6673	 41.757434	 42.490594	 43.417396	 42.114045	     	  0.969405	  0.955607	  0.957158	  0.965064	     
 6674	 42.044443	 42.557121	 43.431976	 42.332325	     	  0.969439	  0.955185	  0.956792	  0.964955	     
 6675	 41.574381	 42.267373	 43.268910	 41.929076	     	  0.968050	  0.953906	  0.955769	  0.963646	     
 6676	 41.784751	 42.445736	 43.299731	 42.112137	     	  0.967183	  0.953808	  0.955414	  0.962992	     
 6677	 41.374395	 42.134256	 43.173560	 41.752038	     	  0.966705	  0.952870	  0.954934	  0.962437	     
 6678	 41.529483	 42.303696	 43.215807	 41.895593	     	  0.966847	  0.953276	  0.955027	  0.962615	     
 6679	 41.175368	 42.082517	 43.127543	 41.593364	     	  0.965685	  0.952521	  0.954673	  0.961656	     
 6680	 41.319609	 42.203269	 43.137430	 41.718167	     	  0.965296	  0.952411	  0.954385	  0.961330	     
 6681	 41.095582	 42.006249	 43.034141	 41.512505	     	  0.965606	  0.952049	  0.953886	  0.961393	     
 6682	 41.264541	 42.099957	 43.049629	 41.651933	     	  0.966253	  0.952167	  0.953756	  0.961822	     
 6683	 40.961025	 41.896112	 42.964061	 41.389099	     	  0.965760	  0.951334	  0.953379	  0.961292	     
 6684	 41.142599	 42.097640	 43.013252	 41.558054	     	  0.965277	  0.951657	  0.953551	  0.961053	     
 6685	 40.869418	 41.809404	 42.884240	 41.299583	     	  0.965640	  0.950769	  0.953140	  0.961078	     
 6686	 41.141171	 41.975221	 42.936261	 41.529565	     	  0.966273	  0.951223	  0.953445	  0.961627	     
 6687	 40.814090	 41.706188	 42.793801	 41.233054	     	  0.965892	  0.950139	  0.953019	  0.961121	     
 6688	 41.039982	 41.893991	 42.870542	 41.435635	     	  0.965262	  0.950189	  0.953024	  0.960710	     
 6689	 40.752765	 41.632998	 42.688659	 41.164835	     	  0.965435	  0.949268	  0.951805	  0.960469	     
 6690	 40.969471	 41.813927	 42.787986	 41.362246	     	  0.964729	  0.949380	  0.952200	  0.960083	     
 6691	 40.633388	 41.568128	 42.671899	 41.065510	     	  0.963624	  0.948302	  0.951604	  0.959067	     
 6692	 40.775312	 41.745495	 42.762289	 41.206705	     	  0.961695	  0.948116	  0.951573	  0.957745	     
 6693	 40.566870	 41.569235	 42.636343	 41.012526	     	  0.961667	  0.948022	  0.951368	  0.957676	     
 6694	 40.857136	 41.707477	 42.735333	 41.257916	     	  0.962390	  0.948447	  0.951627	  0.958272	     
 6695	 40.594537	 41.460886	 42.645129	 41.017823	     	  0.962244	  0.947795	  0.951140	  0.957985	     
 6696	 40.799667	 41.675732	 42.707829	 41.207850	     	  0.962399	  0.947791	  0.951214	  0.958100	     
 6697	 40.602542	 41.503082	 42.638227	 41.029244	     	  0.962671	  0.947817	  0.951087	  0.958264	     
 6698	 40.838542	 41.679985	 42.669743	 41.232385	     	  0.962892	  0.948149	  0.951066	  0.958464	     
 6699	 40.571111	 41.493639	 42.573778	 40.997277	     	  0.962643	  0.947774	  0.950576	  0.958154	     
 6700	 40.748349	 41.616118	 42.584876	 41.146778	     	  0.962238	  0.947485	  0.950073	  0.957752	     
 6701	 40.612304	 41.460634	 42.560721	 41.021051	     	  0.963970	  0.947553	  0.950364	  0.958966	     
 6702	 40.889957	 41.646339	 42.659902	 41.263548	     	  0.964662	  0.947595	  0.950825	  0.959511	     
 6703	 40.584250	 41.419099	 42.561160	 40.994284	     	  0.964242	  0.946665	  0.950232	  0.958977	     
 6704	 40.793845	 41.556481	 42.602321	 41.173029	     	  0.963191	  0.946152	  0.949969	  0.958147	     
 6705	 40.617353	 41.441879	 42.561286	 41.021982	     	  0.963736	  0.946267	  0.950048	  0.958543	     
 6706	 40.826602	 41.536231	 42.609500	 41.194586	     	  0.963697	  0.946078	  0.950127	  0.958499	     
 6707	 40.630510	 41.408526	 42.531135	 41.022992	     	  0.963863	  0.945644	  0.949828	  0.958487	     
 6708	 40.746782	 41.485849	 42.542552	 41.120837	     	  0.962681	  0.945100	  0.949391	  0.957536	     
 6709	 40.615675	 41.353998	 42.467733	 40.996339	     	  0.963859	  0.945107	  0.949332	  0.958313	     
 6710	 40.820572	 41.487069	 42.531649	 41.173192	     	  0.963625	  0.945461	  0.949393	  0.958226	     
 6711	 40.530238	 41.325729	 42.447090	 40.927290	     	  0.962592	  0.944779	  0.948862	  0.957335	     
 6712	 40.538878	 41.413906	 42.400838	 40.941429	     	  0.959825	  0.944344	  0.948045	  0.955282	     
 6713	 39.958632	 40.553019	 41.860845	 40.322788	     	  0.944743	  0.928051	  0.942658	  0.941614	     
 6714	 40.513904	 40.664921	 41.919785	 40.744843	     	  0.947104	  0.928917	  0.943107	  0.943406	     
 6715	 40.511776	 40.613800	 41.896197	 40.731629	     	  0.947736	  0.928981	  0.943114	  0.943840	     
 6716	 40.386532	 40.637843	 41.856327	 40.642442	     	  0.945688	  0.928939	  0.942521	  0.942369	     
 6717	 40.811137	 40.722501	 41.967202	 40.968183	     	  0.950033	  0.929895	  0.943472	  0.945583	     
 6718	 41.005246	 40.765255	 42.004846	 41.114296	     	  0.950743	  0.929815	  0.943547	  0.946056	     
 6719	 41.223661	 40.822126	 42.061809	 41.280962	     	  0.952643	  0.930391	  0.944082	  0.947507	     
 6720	 43.472059	 43.195981	 44.136470	 43.527586	     	  0.967891	  0.953740	  0.960183	  0.964248	     
 6721	 42.657707	 42.850859	 43.954696	 42.881748	     	  0.965435	  0.952469	  0.959504	  0.962285	     
 6722	 42.738332	 42.845576	 43.901440	 42.930228	     	  0.964569	  0.952126	  0.958945	  0.961558	     
 6723	 42.322915	 42.648397	 43.760169	 42.586986	     	  0.963978	  0.951018	  0.958127	  0.960843	     
 6724	 42.896256	 42.879844	 43.925108	 43.048842	     	  0.965664	  0.952041	  0.959088	  0.962298	     
 6725	 42.101312	 42.284631	 43.464644	 42.332277	     	  0.962513	  0.948448	  0.957111	  0.959268	     
 6726	 42.309303	 42.488305	 43.629456	 42.533973	     	  0.962345	  0.949335	  0.957578	  0.959382	     
 6727	 41.660459	 42.007703	 43.140768	 41.933556	     	  0.959663	  0.946628	  0.954940	  0.956703	     
 6728	 42.108747	 42.418595	 43.488727	 42.362921	     	  0.960620	  0.948936	  0.956524	  0.957990	     
 6729	 41.522042	 41.834244	 43.102575	 41.801885	     	  0.957340	  0.945497	  0.954367	  0.954871	     
 6730	 41.936108	 42.217785	 43.443831	 42.201836	     	  0.958762	  0.947814	  0.956275	  0.956523	     
 6731	 41.331147	 41.656299	 43.040086	 41.628796	     	  0.955378	  0.944470	  0.953470	  0.953242	     
 6732	 41.919502	 42.206458	 43.503731	 42.195615	     	  0.957804	  0.947738	  0.956370	  0.955887	     
 6733	 41.227215	 41.433854	 42.817168	 41.490575	     	  0.954619	  0.943013	  0.953083	  0.952429	     
 6734	 41.740233	 42.055071	 43.317808	 42.020147	     	  0.957420	  0.947452	  0.955758	  0.955482	     
 6735	 40.948697	 41.267836	 42.596282	 41.237917	     	  0.955366	  0.942498	  0.952408	  0.952728	     
 6736	 41.766790	 42.070234	 43.252953	 42.033418	     	  0.958318	  0.947399	  0.955499	  0.956028	     
 6737	 40.929023	 41.371354	 42.647011	 41.246955	     	  0.956760	  0.943107	  0.951860	  0.953668	     
 6738	 41.595002	 41.904985	 43.083748	 41.863035	     	  0.958989	  0.946415	  0.954182	  0.956092	     
 6739	 40.915763	 41.479535	 42.739857	 41.265866	     	  0.957310	  0.944080	  0.952319	  0.954273	     
 6740	 41.708207	 41.937166	 43.150697	 41.956932	     	  0.958662	  0.946500	  0.954692	  0.955973	     
 6741	 41.118679	 41.716635	 43.010654	 41.482200	     	  0.958269	  0.945654	  0.953979	  0.955451	     
 6742	 41.687380	 41.978209	 43.183377	 41.953156	     	  0.959266	  0.946831	  0.954784	  0.956447	     
 6743	 41.552415	 41.946309	 43.161417	 41.849185	     	  0.959136	  0.946678	  0.954693	  0.956319	     
 6744	 41.662206	 41.927423	 43.136892	 41.921049	     	  0.958478	  0.946458	  0.954438	  0.955802	     
 6745	 41.699604	 41.984115	 43.194590	 41.964206	     	  0.959752	  0.946931	  0.954987	  0.956821	     
 6746	 41.824341	 42.001733	 43.223777	 42.058926	     	  0.959842	  0.946945	  0.955096	  0.956901	     
 6747	 41.732534	 41.985108	 43.220179	 41.990900	     	  0.959629	  0.946852	  0.955152	  0.956753	     
 6748	 41.737052	 41.977570	 43.226445	 41.993623	     	  0.958833	  0.946694	  0.955083	  0.956185	     
 6749	 41.830894	 41.998297	 43.231024	 42.063878	     	  0.959880	  0.946918	  0.955186	  0.956937	     
 6750	 41.922782	 41.997681	 43.237433	 42.129032	     	  0.959976	  0.946847	  0.955109	  0.956977	     
 6751	 41.842346	 41.984500	 43.233641	 42.069923	     	  0.959665	  0.946799	  0.955164	  0.956771	     
 6752	 41.809710	 41.982033	 43.244305	 42.047902	     	  0.958875	  0.946680	  0.955153	  0.956222	     
 6753	 41.050083	 47.399669	 48.173195	 42.371765	     	  0.928003	  0.983966	  0.988674	  0.947442	     
 6754	 41.157861	 47.398331	 48.154354	 42.468141	     	  0.929230	  0.983988	  0.988646	  0.948259	     
 6755	 41.267072	 47.381167	 48.146401	 42.565157	     	  0.931685	  0.983932	  0.988747	  0.949903	     
 6756	 41.222564	 47.139578	 48.050442	 42.507197	     	  0.930025	  0.983003	  0.988524	  0.948605	     
 6757	 41.560565	 47.564666	 48.206615	 42.841509	     	  0.935879	  0.984574	  0.989058	  0.952858	     
 6758	 41.895697	 47.694435	 48.306403	 43.153174	     	  0.938959	  0.984790	  0.989074	  0.954950	     
 6759	 41.800360	 47.668922	 48.270613	 43.064909	     	  0.938551	  0.984829	  0.989122	  0.954693	     
 6760	 41.859593	 47.588408	 48.330967	 43.116006	     	  0.937530	  0.984261	  0.988801	  0.953863	     
 6761	 41.656464	 47.713126	 48.397380	 42.944897	     	  0.936457	  0.984891	  0.989149	  0.953312	     
 6762	 41.472040	 47.748557	 48.500143	 42.785661	     	  0.933588	  0.984691	  0.988992	  0.951339	     
 6763	 40.843762	 47.414764	 48.379698	 42.194101	     	  0.927270	  0.984709	  0.989056	  0.947141	     
 6764	 41.716243	 47.870531	 48.751608	 43.023604	     	  0.937144	  0.984890	  0.989423	  0.953815	     
 6765	 40.766355	 47.538323	 48.143300	 42.120037	     	  0.931653	  0.986097	  0.989745	  0.950409	     
 6766	 42.778809	 48.307326	 49.144499	 44.017692	     	  0.948305	  0.987265	  0.991106	  0.961932	     
 6767	 42.934493	 48.440971	 49.158997	 44.164667	     	  0.949345	  0.987252	  0.990747	  0.962563	     
 6768	 43.984481	 49.769387	 51.046794	 45.272035	     	  0.958015	  0.989120	  0.992272	  0.968909	     
 6769	 42.930585	 49.759119	 50.940823	 44.311581	     	  0.951170	  0.989246	  0.992415	  0.964390	     
 6770	 43.508273	 49.833802	 51.056359	 44.846465	     	  0.954710	  0.989351	  0.992450	  0.966774	     
 6771	 43.508777	 49.677939	 50.636252	 44.821013	     	  0.959230	  0.989815	  0.992488	  0.969870	     
 6772	 44.319196	 49.716845	 50.636386	 45.547349	     	  0.962143	  0.989799	  0.992355	  0.971787	     
 6773	 43.779650	 49.128769	 49.959364	 44.997489	     	  0.961854	  0.989563	  0.992246	  0.971537	     
 6774	 43.979133	 49.315654	 50.213824	 45.199065	     	  0.960436	  0.989304	  0.991964	  0.970502	     
 6775	 42.582385	 48.895557	 49.967240	 43.913294	     	  0.948105	  0.988278	  0.991546	  0.962041	     
 6776	 42.534803	 48.865428	 49.966866	 43.868576	     	  0.945997	  0.987866	  0.991245	  0.960516	     
 6777	 42.527651	 48.901158	 49.924212	 43.862215	     	  0.947030	  0.988420	  0.991580	  0.961353	     
 6778	 42.868285	 49.051356	 50.030708	 44.182798	     	  0.949952	  0.988485	  0.991535	  0.963305	     
 6779	 42.568567	 49.027260	 49.872419	 43.903670	     	  0.948457	  0.988781	  0.991694	  0.962384	     
 6780	 42.993899	 49.087974	 49.969945	 44.295291	     	  0.950543	  0.988418	  0.991367	  0.963659	     
 6781	 42.293641	 48.796287	 49.611880	 43.631591	     	  0.947668	  0.988458	  0.991312	  0.961740	     
 6782	 42.570927	 48.827775	 49.705995	 43.888225	     	  0.947560	  0.988228	  0.991265	  0.961622	     
 6783	 41.548521	 48.042234	 48.923928	 42.888406	     	  0.940101	  0.986682	  0.990772	  0.956310	     
 6784	 42.066108	 48.364136	 49.498221	 43.398157	     	  0.943157	  0.985856	  0.990204	  0.958115	     
 6785	 41.366978	 48.070398	 49.027909	 42.728807	     	  0.936020	  0.985498	  0.989713	  0.953215	     
 6786	 41.790063	 48.370665	 49.291086	 43.139476	     	  0.939161	  0.985548	  0.989670	  0.955311	     
 6787	 41.795321	 48.383932	 49.173735	 43.140109	     	  0.939394	  0.985812	  0.989778	  0.955528	     
 6788	 41.854446	 48.353429	 49.381724	 43.200801	     	  0.939100	  0.985349	  0.989319	  0.955178	     
 6789	 41.948972	 48.548496	 49.264110	 43.291655	     	  0.940807	  0.985951	  0.989623	  0.956467	     
 6790	 42.198896	 48.626094	 49.396558	 43.527852	     	  0.943223	  0.985966	  0.989604	  0.958077	     
 6791	 42.126129	 48.551382	 49.241558	 43.451403	     	  0.942462	  0.985884	  0.989495	  0.957538	     
 6792	 42.059039	 48.472322	 49.417370	 43.394086	     	  0.940888	  0.985466	  0.989246	  0.956377	     
 6793	 42.169297	 48.553771	 49.300600	 43.493158	     	  0.942600	  0.985773	  0.989511	  0.957614	     
 6794	 42.427987	 48.565214	 49.334763	 43.728602	     	  0.944718	  0.985844	  0.989496	  0.959035	     
 6795	 42.260672	 48.559967	 49.283386	 43.575260	     	  0.943932	  0.985788	  0.989488	  0.958501	     
 6796	 42.444308	 48.543912	 49.478586	 43.748617	     	  0.944332	  0.985645	  0.989366	  0.958723	     
 6797	 42.385993	 48.539727	 49.238979	 43.685030	     	  0.945311	  0.985999	  0.989628	  0.959479	     
 6798	 42.654438	 48.591060	 49.389399	 43.935827	     	  0.947292	  0.985973	  0.989590	  0.960788	     
 6799	 42.393349	 48.570425	 49.282182	 43.695312	     	  0.945814	  0.986108	  0.989657	  0.959837	     
 6800	 42.602005	 48.657815	 49.517244	 43.898512	     	  0.946116	  0.985870	  0.989444	  0.959963	     
 6801	 42.359647	 48.427831	 48.988300	 43.643321	     	  0.945950	  0.986255	  0.989659	  0.959952	     
 6802	 42.424783	 48.410066	 49.205389	 43.711091	     	  0.944973	  0.986076	  0.989494	  0.959244	     
 6803	 42.073683	 47.921371	 48.572845	 43.338472	     	  0.943735	  0.985668	  0.989162	  0.958295	     
 6804	 42.878232	 48.441295	 49.268419	 44.120502	     	  0.950819	  0.986484	  0.989493	  0.963208	     
 6805	 41.898636	 47.833039	 48.360140	 43.166519	     	  0.945311	  0.986237	  0.989111	  0.959432	     
 6806	 42.326554	 47.991702	 48.867504	 43.582612	     	  0.946749	  0.985678	  0.989010	  0.960280	     
 6807	 42.106192	 48.149751	 49.004335	 43.401233	     	  0.945497	  0.985676	  0.989318	  0.959497	     
 6808	 42.396620	 48.179405	 49.285230	 43.676241	     	  0.945283	  0.984879	  0.989042	  0.959175	     
 6809	 41.977837	 48.257881	 49.235768	 43.301666	     	  0.942622	  0.985630	  0.989570	  0.957614	     
 6810	 43.042657	 48.418396	 49.361532	 44.269495	     	  0.952569	  0.985903	  0.989530	  0.964285	     
 6811	 43.331308	 48.375548	 49.122606	 44.507413	     	  0.957879	  0.987170	  0.989952	  0.968106	     
 6812	 43.663857	 48.424361	 49.305538	 44.811236	     	  0.957979	  0.986596	  0.989603	  0.968019	     
 6813	 43.178196	 47.882157	 48.957385	 44.329464	     	  0.955904	  0.986013	  0.989195	  0.966471	     
 6814	 42.286078	 48.119640	 48.975527	 43.559351	     	  0.945408	  0.985616	  0.988603	  0.959309	     
 6815	 41.793052	 48.093846	 49.008348	 43.116162	     	  0.937683	  0.985154	  0.988452	  0.954056	     
 6816	 44.000511	 49.474115	 50.624488	 45.248809	     	  0.959570	  0.987552	  0.990648	  0.969413	     
 6817	 43.122422	 49.291283	 50.413507	 44.441661	     	  0.954467	  0.987757	  0.990792	  0.966070	     
 6818	 43.363853	 49.316818	 50.375413	 44.658917	     	  0.954672	  0.987618	  0.990636	  0.966157	     
 6819	 42.952581	 49.221473	 50.183026	 44.274644	     	  0.952917	  0.987781	  0.990712	  0.965027	     
 6820	 43.548064	 49.176156	 50.062559	 44.800566	     	  0.956328	  0.987694	  0.990618	  0.967271	     
 6821	 42.640384	 48.643856	 49.417751	 43.927565	     	  0.951228	  0.987329	  0.990283	  0.963754	     
 6822	 43.045806	 48.674062	 49.457070	 44.293138	     	  0.953062	  0.987268	  0.990198	  0.964953	     
 6823	 42.665050	 48.276223	 48.849629	 43.899551	     	  0.951306	  0.987146	  0.989861	  0.963705	     
 6824	 42.925737	 48.620141	 49.251087	 44.172655	     	  0.949389	  0.986960	  0.989803	  0.962387	     
 6825	 42.534375	 48.431971	 48.946273	 43.797641	     	  0.949452	  0.986957	  0.990200	  0.962494	     
 6826	 42.494868	 48.315618	 49.104123	 43.763519	     	  0.947509	  0.986600	  0.990034	  0.961112	     
 6827	 42.323599	 48.504188	 49.025894	 43.616984	     	  0.946820	  0.986941	  0.990288	  0.960751	     
 6828	 42.412618	 48.456933	 49.367643	 43.710294	     	  0.945896	  0.986530	  0.990093	  0.960035	     
 6829	 42.461002	 48.447373	 49.047559	 43.738048	     	  0.947646	  0.986835	  0.990207	  0.961271	     
 6830	 42.537196	 48.553750	 49.107663	 43.815145	     	  0.947480	  0.986649	  0.990119	  0.961115	     
 6831	 42.283820	 48.403096	 48.939001	 43.571597	     	  0.945724	  0.986574	  0.990134	  0.959934	     
 6832	 42.200637	 48.493274	 49.194515	 43.513577	     	  0.943105	  0.986178	  0.989833	  0.958072	     
 6833	 35.100901	 37.450795	 40.978847	 36.033542	     	  0.892253	  0.888591	  0.941191	  0.899799	     
 6834	 35.112825	 37.451730	 40.981571	 36.043652	     	  0.892378	  0.888658	  0.941198	  0.899895	     
 6835	 35.017786	 37.331966	 40.929541	 35.947913	     	  0.889789	  0.887673	  0.941285	  0.898019	     
 6836	 34.022746	 36.650533	 40.512729	 35.018688	     	  0.867349	  0.877270	  0.939823	  0.881081	     
 6837	 38.653343	 39.797061	 42.609685	 39.299444	     	  0.945288	  0.923000	  0.948888	  0.942173	     
 6838	 38.683075	 39.860307	 42.635269	 39.333819	     	  0.945413	  0.923074	  0.948938	  0.942277	     
 6839	 38.571541	 39.822832	 42.633418	 39.241609	     	  0.944368	  0.922951	  0.948869	  0.941549	     
 6840	 38.181518	 39.784640	 42.607618	 38.928194	     	  0.940405	  0.922030	  0.948604	  0.938709	     
 6841	 39.162055	 40.113822	 42.824744	 39.755679	     	  0.950018	  0.926486	  0.949900	  0.946076	     
 6842	 39.325876	 40.211115	 42.926969	 39.904138	     	  0.951385	  0.927239	  0.950147	  0.947154	     
 6843	 39.312758	 40.206273	 42.921831	 39.892967	     	  0.951346	  0.927198	  0.950096	  0.947113	     
 6844	 39.304931	 40.224996	 42.918373	 39.889609	     	  0.951307	  0.927276	  0.950106	  0.947101	     
 6845	 39.459693	 40.260592	 42.906373	 40.011747	     	  0.952784	  0.928011	  0.950011	  0.948193	     
 6846	 39.549754	 40.305384	 42.910711	 40.087261	     	  0.953515	  0.928468	  0.950080	  0.948768	     
 6847	 39.536958	 40.287547	 42.882742	 40.072344	     	  0.953709	  0.928540	  0.949968	  0.948891	     
 6848	 39.567196	 40.315634	 42.873631	 40.098793	     	  0.953836	  0.928508	  0.949953	  0.948968	     
 6849	 39.586232	 40.299389	 42.817451	 40.105556	     	  0.954188	  0.928807	  0.949839	  0.949233	     
 6850	 39.646982	 40.320728	 42.832272	 40.155886	     	  0.954644	  0.928839	  0.950083	  0.949583	     
 6851	 39.604333	 40.297343	 42.768662	 40.114431	     	  0.954603	  0.928806	  0.949887	  0.949518	     
 6852	 39.647884	 40.329497	 42.825205	 40.157332	     	  0.954791	  0.929224	  0.950174	  0.949760	     
 6853	 39.617844	 40.312555	 42.823894	 40.131971	     	  0.954834	  0.929355	  0.950163	  0.949809	     
 6854	 39.705738	 40.351497	 42.838047	 40.205350	     	  0.955254	  0.929578	  0.950257	  0.950142	     
 6855	 39.683455	 40.329094	 42.840705	 40.185309	     	  0.955264	  0.929491	  0.950289	  0.950139	     
 6856	 39.702726	 40.359148	 42.841207	 40.204615	     	  0.955279	  0.929580	  0.950209	  0.950151	     
 6857	 39.738819	 40.372200	 42.857022	 40.235150	     	  0.955561	  0.929763	  0.950339	  0.950391	     
 6858	 39.772021	 40.380625	 42.862662	 40.261825	     	  0.955703	  0.929875	  0.950393	  0.950513	     
 6859	 39.761288	 40.375505	 42.863867	 40.253093	     	  0.955669	  0.929800	  0.950396	  0.950479	     
 6860	 39.765361	 40.387358	 42.864220	 40.258086	     	  0.955673	  0.929843	  0.950357	  0.950482	     
 6861	 39.812020	 40.399405	 42.873244	 40.295675	     	  0.955999	  0.930027	  0.950437	  0.950743	     
 6862	 39.816398	 40.401649	 42.870846	 40.299082	     	  0.955943	  0.929987	  0.950422	  0.950696	     
 6863	 39.847808	 40.415264	 42.889244	 40.326390	     	  0.956078	  0.930165	  0.950457	  0.950822	     
 6864	 42.075153	 42.778456	 44.735159	 42.538771	     	  0.972712	  0.955492	  0.962870	  0.968202	     
 6865	 41.941251	 42.747758	 44.684306	 42.429291	     	  0.972375	  0.955455	  0.962684	  0.967940	     
 6866	 41.953998	 42.731215	 44.663014	 42.434104	     	  0.972371	  0.955417	  0.962610	  0.967918	     
 6867	 41.892102	 42.700654	 44.616449	 42.378599	     	  0.972316	  0.955322	  0.962456	  0.967840	     
 6868	 41.919126	 42.697864	 44.644966	 42.401145	     	  0.972295	  0.955177	  0.962492	  0.967808	     
 6869	 41.899991	 42.683676	 44.593783	 42.379582	     	  0.972373	  0.955312	  0.962425	  0.967871	     
 6870	 41.917816	 42.676165	 44.599764	 42.392274	     	  0.972313	  0.955174	  0.962318	  0.967790	     
 6871	 41.874632	 42.666523	 44.600007	 42.358649	     	  0.972279	  0.955240	  0.962360	  0.967786	     
 6872	 41.836162	 42.644857	 44.603746	 42.326967	     	  0.972124	  0.955101	  0.962350	  0.967658	     
 6873	 41.850714	 42.654568	 44.595294	 42.338494	     	  0.972220	  0.955123	  0.962316	  0.967720	     
 6874	 41.874578	 42.637077	 44.591146	 42.353143	     	  0.972182	  0.955020	  0.962287	  0.967672	     
 6875	 41.832438	 42.615758	 44.590754	 42.318388	     	  0.972135	  0.954955	  0.962306	  0.967633	     
 6876	 41.812791	 42.610563	 44.582111	 42.302074	     	  0.972044	  0.954893	  0.962247	  0.967552	     
 6877	 41.758744	 42.576741	 44.524899	 42.250848	     	  0.971931	  0.954764	  0.962037	  0.967421	     
 6878	 41.800884	 42.565601	 44.521318	 42.280180	     	  0.971975	  0.954610	  0.962047	  0.967426	     
 6879	 41.725270	 42.541001	 44.506286	 42.218488	     	  0.971755	  0.954603	  0.961998	  0.967270	     
 6880	 41.780079	 42.561903	 44.559093	 42.267836	     	  0.971787	  0.954529	  0.962118	  0.967299	     
 6881	 41.698523	 42.498234	 44.519274	 42.193151	     	  0.971622	  0.954177	  0.961920	  0.967097	     
 6882	 41.726534	 42.521701	 44.524800	 42.218257	     	  0.971538	  0.954076	  0.961798	  0.967004	     
 6883	 41.640392	 42.473914	 44.425013	 42.136713	     	  0.971311	  0.953882	  0.961558	  0.966781	     
 6884	 41.752121	 42.549695	 44.609674	 42.249992	     	  0.971491	  0.954148	  0.961890	  0.967000	     
 6885	 41.680153	 42.470129	 44.474559	 42.170690	     	  0.971353	  0.953784	  0.961370	  0.966761	     
 6886	 41.711616	 42.482217	 44.628711	 42.211003	     	  0.971271	  0.953623	  0.961546	  0.966709	     
 6887	 41.636396	 42.451314	 44.603938	 42.147494	     	  0.971094	  0.953580	  0.961382	  0.966556	     
 6888	 41.734130	 42.532096	 44.657605	 42.238400	     	  0.971175	  0.953522	  0.961456	  0.966613	     
 6889	 41.729701	 42.479980	 44.633872	 42.224665	     	  0.971183	  0.952983	  0.961247	  0.966494	     
 6890	 41.760527	 42.503013	 44.667970	 42.254578	     	  0.971211	  0.953017	  0.961355	  0.966536	     
 6891	 41.742693	 42.493053	 44.672405	 42.240107	     	  0.971172	  0.952985	  0.961386	  0.966510	     
 6892	 41.726239	 42.499007	 44.670773	 42.228580	     	  0.971051	  0.952937	  0.961321	  0.966411	     
 6893	 41.749085	 42.497976	 44.671870	 42.245609	     	  0.971185	  0.952933	  0.961333	  0.966501	     
 6894	 41.768252	 42.498172	 44.669185	 42.259700	     	  0.971217	  0.952916	  0.961305	  0.966515	     
 6895	 41.754013	 42.485581	 44.672805	 42.247427	     	  0.971203	  0.952868	  0.961336	  0.966503	     
 6896	 41.754048	 42.500146	 44.673400	 42.249805	     	  0.971177	  0.952844	  0.961340	  0.966482	     
 6897	 41.772814	 42.494695	 44.663497	 42.262011	     	  0.971241	  0.952837	  0.961258	  0.966510	     
 6898	 41.788936	 42.488778	 44.663862	 42.273133	     	  0.971266	  0.952827	  0.961267	  0.966526	     
 6899	 41.753542	 42.480000	 44.668972	 42.245829	     	  0.971184	  0.952820	  0.961275	  0.966472	     
 6900	 41.740343	 42.481540	 44.667113	 42.236035	     	  0.971145	  0.952730	  0.961275	  0.966430	     
 6901	 41.739512	 42.466531	 44.629401	 42.229445	     	  0.971100	  0.952763	  0.961181	  0.966391	     
 6902	 41.731216	 42.439550	 44.584368	 42.214660	     	  0.971129	  0.952700	  0.961085	  0.966383	     
 6903	 41.599485	 42.312865	 44.496439	 42.087939	     	  0.970687	  0.952458	  0.960936	  0.966024	     
 6904	 41.683703	 42.406273	 44.568768	 42.172471	     	  0.970919	  0.952983	  0.961098	  0.966293	     
 6905	 41.291533	 42.089026	 44.291108	 41.802939	     	  0.969663	  0.952002	  0.959970	  0.965104	     
 6906	 41.318240	 42.062639	 44.236697	 41.813644	     	  0.969735	  0.951794	  0.959552	  0.965048	     
 6907	 41.132269	 41.965738	 44.150823	 41.651051	     	  0.968853	  0.951075	  0.959589	  0.964346	     
 6908	 41.630233	 42.349278	 44.536591	 42.120483	     	  0.970501	  0.952371	  0.960831	  0.965868	     
 6909	 41.473338	 42.199511	 44.350991	 41.961962	     	  0.969701	  0.951518	  0.960021	  0.965057	     
 6910	 41.625195	 42.337673	 44.504520	 42.111816	     	  0.970305	  0.952063	  0.960498	  0.965630	     
 6911	 41.668745	 42.333618	 44.506835	 42.143828	     	  0.970496	  0.951890	  0.960387	  0.965710	     
 6912	 42.100467	 42.827294	 44.862415	 42.577934	     	  0.972477	  0.955557	  0.962861	  0.968055	     
 6913	 41.955800	 42.722438	 44.777566	 42.445372	     	  0.972054	  0.955215	  0.962359	  0.967632	     
 6914	 41.980324	 42.709798	 44.722293	 42.456236	     	  0.972176	  0.955040	  0.962164	  0.967651	     
